189,8901,14,8,8,8,16,16,0,0,0,0,0,0
191,8921,12,8,8,8,16,16,0,0,0,0,0,0
192,8941,11,8,8,8,16,16,0,0,0,0,0,0
193,8961,10,8,8,8,16,16,0,0,0,0,0,0
194,8981,8,8,8,8,16,16,0,0,0,0,0,0
195,9000,7,0,0,0,8,8,0,0,0,0,0,0
197,9020,6,0,0,0,8,8,0,0,0,0,0,0
199,9040,4,0,0,0,8,8,0,0,0,0,0,0
200,9060,3,0,0,0,8,8,0,0,0,0,0,0
201,9080,2,0,0,0,8,8,0,0,0,0,0,0
202,9100,0,0,0,0,8,8,0,0,0,0,0,0
203,9120,31,24,24,24,0,0,0,0,0,0,0,0
205,9140,30,24,24,24,0,0,0,0,0,0,0,0
207,9160,28,24,24,24,0,0,0,0,0,0,0,0
208,9180,27,24,24,24,0,0,0,0,0,0,0,0
209,9200,26,24,24,24,0,0,0,0,0,0,0,0
210,9220,24,24,24,24,0,0,0,0,0,0,0,0
211,9240,23,16,16,16,24,24,0,0,0,0,0,0
213,9260,22,16,16,16,24,24,0,0,0,0,0,0
215,9280,20,16,16,16,24,24,0,0,0,0,0,0
216,9300,19,16,16,16,24,24,0,0,0,0,0,0
217,9320,18,16,16,16,24,24,0,0,0,0,0,0
218,9340,16,16,16,16,24,24,0,0,0,0,0,0
219,9360,15,8,8,8,16,16,0,0,0,0,0,0
221,9380,14,8,8,8,16,16,0,0,0,0,0,0
223,9400,12,8,8,8,16,16,0,0,0,0,0,0
224,9420,11,8,8,8,16,16,0,0,0,0,0,0
225,9440,10,8,8,8,16,16,0,0,0,0,0,0
226,9460,8,8,8,8,16,16,0,0,0,0,0,0
227,9479,7,0,0,0,8,8,0,0,0,0,0,0
229,9499,6,0,0,0,8,8,0,0,0,0,0,0
231,9519,4,0,0,0,8,8,0,0,0,0,0,0
232,9539,3,0,0,0,8,8,0,0,0,0,0,0
233,9559,2,0,0,0,8,8,0,0,0,0,0,0
234,9579,0,0,0,0,8,8,0,0,0,0,0,0
235,9599,31,24,24,24,0,0,0,0,0,0,0,0
237,9619,30,24,24,24,0,0,0,0,0,0,0,0
239,9639,28,24,24,24,0,0,0,0,0,0,0,0
240,9659,27,24,24,24,0,0,0,0,0,0,0,0
241,9679,26,24,24,24,0,0,0,0,0,0,0,0
242,9699,24,24,24,24,0,0,0,0,0,0,0,0
243,9719,23,16,16,16,24,24,0,0,0,0,0,0
245,9739,22,16,16,16,24,24,0,0,0,0,0,0
247,9759,21,16,16,16,24,24,0,0,0,0,0,0
248,9779,20,16,16,16,24,24,0,0,0,0,0,0
249,9799,18,16,16,16,24,24,0,0,0,0,0,0
250,9819,17,16,16,16,24,24,0,0,0,0,0,0
251,9839,16,16,16,16,24,24,0,0,0,0,0,0
252,9859,14,8,8,8,16,16,0,0,0,0,0,0
254,9879,13,8,8,8,16,16,0,0,0,0,0,0
255,9899,12,8,8,8,16,16,0,0,0,0,0,0
256,9919,10,8,8,8,16,16,0,0,0,0,0,0
257,9939,9,8,8,8,16,16,0,0,0,0,0,0
258,9959,8,8,8,8,16,16,0,0,0,0,0,0
259,9978,6,0,0,0,8,8,0,0,0,0,0,0
261,9998,5,0,0,0,8,8,0,0,0,0,0,0
263,10018,4,0,0,0,8,8,0,0,0,0,0,0
264,10038,2,0,0,0,8,8,0,0,0,0,0,0
265,10058,1,0,0,0,8,8,0,0,0,0,0,0
266,10078,0,0,0,0,8,8,0,0,0,0,0,0
267,10098,30,24,24,24,0,0,0,0,0,0,0,0
269,10118,29,24,24,24,0,0,0,0,0,0,0,0
271,10138,28,24,24,24,0,0,0,0,0,0,0,0
272,10158,26,24,24,24,0,0,0,0,0,0,0,0
273,10178,25,24,24,24,0,0,0,0,0,0,0,0
274,10198,24,24,24,24,0,0,0,0,0,0,0,0
275,10218,22,16,16,16,24,24,0,0,0,0,0,0
277,10238,21,16,16,16,24,24,0,0,0,0,0,0
279,10258,20,16,16,16,24,24,0,0,0,0,0,0
280,10278,18,16,16,16,24,24,0,0,0,0,0,0
281,10298,17,16,16,16,24,24,0,0,0,0,0,0
282,10318,16,16,16,16,24,24,0,0,0,0,0,0
283,10338,14,8,8,8,16,16,0,0,0,0,0,0
285,10358,13,8,8,8,16,16,0,0,0,0,0,0
287,10378,12,8,8,8,16,16,0,0,0,0,0,0
288,10398,10,8,8,8,16,16,0,0,0,0,0,0
289,10418,10,8,8,8,16,16,0,0,0,0,0,0
290,10438,8,8,8,8,16,16,0,0,0,0,0,0
291,10457,6,0,0,0,8,8,0,0,0,0,0,0
293,10477,6,0,0,0,8,8,0,0,0,0,0,0
295,10497,4,0,0,0,8,8,0,0,0,0,0,0
296,10517,2,0,0,0,8,8,0,0,0,0,0,0
297,10537,1,0,0,0,8,8,0,0,0,0,0,0
298,10557,0,0,0,0,8,8,0,0,0,0,0,0
299,10577,30,24,24,24,0,0,0,0,0,0,0,0
301,10597,29,24,24,24,0,0,0,0,0,0,0,0
303,10617,28,24,24,24,0,0,0,0,0,0,0,0
304,10637,26,24,24,24,0,0,0,0,0,0,0,0
305,10657,25,24,24,24,0,0,0,0,0,0,0,0
306,10677,24,24,24,24,0,0,0,0,0,0,0,0
307,10697,22,16,16,16,24,24,0,0,0,0,0,0
309,10717,22,16,16,16,24,24,0,0,0,0,0,0
311,10737,20,16,16,16,24,24,0,0,0,0,0,0
312,10757,19,16,16,16,24,24,0,0,0,0,0,0
313,10777,18,16,16,16,24,24,0,0,0,0,0,0
314,10797,16,16,16,16,24,24,0,0,0,0,0,0
315,10817,15,8,8,8,16,16,0,0,0,0,0,0
317,10837,14,8,8,8,16,16,0,0,0,0,0,0
319,10857,12,8,8,8,16,16,0,0,0,0,0,0
320,10877,11,8,8,8,16,16,0,0,0,0,0,0
321,10897,10,8,8,8,16,16,0,0,0,0,0,0
322,10917,8,8,8,8,16,16,0,0,0,0,0,0
323,10936,7,0,0,0,8,8,0,0,0,0,0,0
325,10956,6,0,0,0,8,8,0,0,0,0,0,0
327,10976,4,0,0,0,8,8,0,0,0,0,0,0
328,10996,3,0,0,0,8,8,0,0,0,0,0,0
329,11016,2,0,0,0,8,8,0,0,0,0,0,0
330,11036,0,0,0,0,8,8,0,0,0,0,0,0
331,11056,0,0,0,0,8,8,0,0,0,0,0,0
332,11076,30,24,24,24,0,0,0,0,0,0,0,0
334,11096,29,24,24,24,0,0,0,0,0,0,0,0
335,11116,28,24,24,24,0,0,0,0,0,0,0,0
336,11136,26,24,24,24,0,0,0,0,0,0,0,0
337,11156,25,24,24,24,0,0,0,0,0,0,0,0
338,11176,24,24,24,24,0,0,0,0,0,0,0,0
339,11196,22,16,16,16,24,24,0,0,0,0,0,0
341,11216,21,16,16,16,24,24,0,0,0,0,0,0
343,11236,20,16,16,16,24,24,0,0,0,0,0,0
344,11256,18,16,16,16,24,24,0,0,0,0,0,0
345,11276,17,16,16,16,24,24,0,0,0,0,0,0
346,11296,16,16,16,16,24,24,0,0,0,0,0,0
347,11316,14,8,8,8,16,16,0,0,0,0,0,0
349,11336,14,8,8,8,16,16,0,0,0,0,0,0
351,11356,12,8,8,8,16,16,0,0,0,0,0,0
352,11376,10,8,8,8,16,16,0,0,0,0,0,0
353,11396,9,8,8,8,16,16,0,0,0,0,0,0
354,11416,8,8,8,8,16,16,0,0,0,0,0,0
355,11435,7,0,0,0,8,8,0,0,0,0,0,0
357,11455,6,0,0,0,8,8,0,0,0,0,0,0
359,11475,4,0,0,0,8,8,0,0,0,0,0,0
360,11495,3,0,0,0,8,8,0,0,0,0,0,0
361,11515,2,0,0,0,8,8,0,0,0,0,0,0
362,11535,0,0,0,0,8,8,0,0,0,0,0,0
363,11555,30,24,24,24,0,0,0,0,0,0,0,0
365,11575,30,24,24,24,0,0,0,0,0,0,0,0
367,11595,28,24,24,24,0,0,0,0,0,0,0,0
368,11615,26,24,24,24,0,0,0,0,0,0,0,0
369,11635,25,24,24,24,0,0,0,0,0,0,0,0
370,11655,24,24,24,24,0,0,0,0,0,0,0,0
371,11675,22,16,16,16,24,24,0,0,0,0,0,0
373,11695,22,16,16,16,24,24,0,0,0,0,0,0
375,11715,20,16,16,16,24,24,0,0,0,0,0,0
376,11735,19,16,16,16,24,24,0,0,0,0,0,0
377,11755,18,16,16,16,24,24,0,0,0,0,0,0
378,11775,16,16,16,16,24,24,0,0,0,0,0,0
379,11795,15,8,8,8,16,16,0,0,0,0,0,0
381,11815,14,8,8,8,16,16,0,0,0,0,0,0
383,11835,12,8,8,8,16,16,0,0,0,0,0,0
384,11855,11,8,8,8,16,16,0,0,0,0,0,0
385,11875,10,8,8,8,16,16,0,0,0,0,0,0
386,11895,8,8,8,8,16,16,0,0,0,0,0,0
387,11914,7,0,0,0,8,8,0,0,0,0,0,0
389,11934,6,0,0,0,8,8,0,0,0,0,0,0
391,11954,5,0,0,0,8,8,0,0,0,0,0,0
392,11974,4,0,0,0,8,8,0,0,0,0,0,0
393,11994,2,0,0,0,8,8,0,0,0,0,0,0
394,12014,1,0,0,0,8,8,0,0,0,0,0,0
395,12034,0,0,0,0,8,8,0,0,0,0,0,0
396,12054,30,24,24,24,0,0,0,0,0,0,0,0
398,12074,29,24,24,24,0,0,0,0,0,0,0,0
399,12094,28,24,24,24,0,0,0,0,0,0,0,0
400,12114,26,24,24,24,0,0,0,0,0,0,0,0
401,12134,25,24,24,24,0,0,0,0,0,0,0,0
402,12154,24,24,24,24,0,0,0,0,0,0,0,0
403,12174,22,16,16,16,24,24,0,0,0,0,0,0
405,12194,21,16,16,16,24,24,0,0,0,0,0,0
406,12214,20,16,16,16,24,24,0,0,0,0,0,0
407,12234,18,16,16,16,24,24,0,0,0,0,0,0
408,12254,17,16,16,16,24,24,0,0,0,0,0,0
409,12274,16,16,16,16,24,24,0,0,0,0,0,0
410,12294,14,8,8,8,16,16,0,0,0,0,0,0
412,12314,13,8,8,8,16,16,0,0,0,0,0,0
414,12334,12,8,8,8,16,16,0,0,0,0,0,0
415,12354,10,8,8,8,16,16,0,0,0,0,0,0
416,12374,9,8,8,8,16,16,0,0,0,0,0,0
417,12394,8,8,8,8,16,16,0,0,0,0,0,0
418,12413,6,0,0,0,8,8,0,0,0,0,0,0
420,12433,5,0,0,0,8,8,0,0,0,0,0,0
422,12453,4,0,0,0,8,8,0,0,0,0,0,0
423,12473,2,0,0,0,8,8,0,0,0,0,0,0
424,12493,1,0,0,0,8,8,0,0,0,0,0,0
425,12513,0,0,0,0,8,8,0,0,0,0,0,0
426,12533,30,24,24,24,0,0,0,0,0,0,0,0
428,12553,29,24,24,24,0,0,0,0,0,0,0,0
429,12573,28,24,24,24,0,0,0,0,0,0,0,0
430,12593,26,24,24,24,0,0,0,0,0,0,0,0
431,12613,25,24,24,24,0,0,0,0,0,0,0,0
432,12633,24,24,24,24,0,0,0,0,0,0,0,0
433,12653,22,16,16,16,24,24,0,0,0,0,0,0
435,12673,21,16,16,16,24,24,0,0,0,0,0,0
437,12693,20,16,16,16,24,24,0,0,0,0,0,0
438,12713,18,16,16,16,24,24,0,0,0,0,0,0
439,12733,17,16,16,16,24,24,0,0,0,0,0,0
440,12753,16,16,16,16,24,24,0,0,0,0,0,0
441,12773,14,8,8,8,16,16,0,0,0,0,0,0
443,12793,13,8,8,8,16,16,0,0,0,0,0,0
445,12813,12,8,8,8,16,16,0,0,0,0,0,0
446,12833,10,8,8,8,16,16,0,0,0,0,0,0
447,12853,9,8,8,8,16,16,0,0,0,0,0,0
448,12873,8,8,8,8,16,16,0,0,0,0,0,0
449,12892,6,0,0,0,8,8,0,0,0,0,0,0
451,12912,5,0,0,0,8,8,0,0,0,0,0,0
452,12932,4,0,0,0,8,8,0,0,0,0,0,0
453,12952,2,0,0,0,8,8,0,0,0,0,0,0
454,12972,1,0,0,0,8,8,0,0,0,0,0,0
455,12992,0,0,0,0,8,8,0,0,0,0,0,0
456,13012,30,24,24,24,0,0,0,0,0,0,0,0
458,13032,29,24,24,24,0,0,0,0,0,0,0,0
460,13052,28,24,24,24,0,0,0,0,0,0,0,0
461,13072,26,24,24,24,0,0,0,0,0,0,0,0
462,13092,26,24,24,24,0,0,0,0,0,0,0,0
463,13112,24,24,24,24,0,0,0,0,0,0,0,0
464,13132,23,16,16,16,24,24,0,0,0,0,0,0
466,13152,22,16,16,16,24,24,0,0,0,0,0,0
468,13172,20,16,16,16,24,24,0,0,0,0,0,0
469,13192,19,16,16,16,24,24,0,0,0,0,0,0
470,13212,18,16,16,16,24,24,0,0,0,0,0,0
471,13232,16,16,16,16,24,24,0,0,0,0,0,0
472,13252,15,8,8,8,16,16,0,0,0,0,0,0
474,13272,14,8,8,8,16,16,0,0,0,0,0,0
476,13292,12,8,8,8,16,16,0,0,0,0,0,0
477,13312,11,8,8,8,16,16,0,0,0,0,0,0
478,13332,10,8,8,8,16,16,0,0,0,0,0,0
479,13352,8,8,8,8,16,16,0,0,0,0,0,0
480,13371,7,0,0,0,8,8,0,0,0,0,0,0
482,13391,6,0,0,0,8,8,0,0,0,0,0,0
484,13411,4,0,0,0,8,8,0,0,0,0,0,0
485,13431,3,0,0,0,8,8,0,0,0,0,0,0
486,13451,2,0,0,0,8,8,0,0,0,0,0,0
487,13471,0,0,0,0,8,8,0,0,0,0,0,0
488,13491,31,24,24,24,0,0,0,0,0,0,0,0
490,13511,30,24,24,24,0,0,0,0,0,0,0,0
492,13531,28,24,24,24,0,0,0,0,0,0,0,0
493,13551,26,24,24,24,0,0,0,0,0,0,0,0
494,13571,25,24,24,24,0,0,0,0,0,0,0,0
495,13591,24,24,24,24,0,0,0,0,0,0,0,0
496,13611,22,16,16,16,24,24,0,0,0,0,0,0
498,13631,21,16,16,16,24,24,0,0,0,0,0,0
500,13651,20,16,16,16,24,24,0,0,0,0,0,0
501,13671,18,16,16,16,24,24,0,0,0,0,0,0
502,13691,18,16,16,16,24,24,0,0,0,0,0,0
503,13711,16,16,16,16,24,24,0,0,0,0,0,0
504,13731,15,8,8,8,16,16,0,0,0,0,0,0
506,13751,14,8,8,8,16,16,0,0,0,0,0,0
508,13771,12,8,8,8,16,16,0,0,0,0,0,0
509,13791,11,8,8,8,16,16,0,0,0,0,0,0
510,13811,10,8,8,8,16,16,0,0,0,0,0,0
511,13831,8,8,8,8,16,16,0,0,0,0,0,0
512,13850,7,0,0,0,8,8,0,0,0,0,0,0
514,13870,6,0,0,0,8,8,0,0,0,0,0,0
516,13890,4,0,0,0,8,8,0,0,0,0,0,0
517,13910,3,0,0,0,8,8,0,0,0,0,0,0
518,13930,2,0,0,0,8,8,0,0,0,0,0,0
519,13950,1,0,0,0,8,8,0,0,0,0,0,0
520,13970,0,0,0,0,8,8,0,0,0,0,0,0
521,13990,30,24,24,24,0,0,0,0,0,0,0,0
523,14010,28,24,24,24,0,0,0,0,0,0,0,0
524,14030,28,24,24,24,0,0,0,0,0,0,0,0
525,14050,26,24,24,24,0,0,0,0,0,0,0,0
526,14070,25,24,24,24,0,0,0,0,0,0,0,0
527,14090,24,24,24,24,0,0,0,0,0,0,0,0
528,14110,22,16,16,16,24,24,0,0,0,0,0,0
530,14130,21,16,16,16,24,24,0,0,0,0,0,0
532,14150,20,16,16,16,24,24,0,0,0,0,0,0
533,14170,18,16,16,16,24,24,0,0,0,0,0,0
534,14190,17,16,16,16,24,24,0,0,0,0,0,0
535,14210,16,16,16,16,24,24,0,0,0,0,0,0
536,14230,14,8,8,8,16,16,0,0,0,0,0,0
538,14250,13,8,8,8,16,16,0,0,0,0,0,0
540,14270,12,8,8,8,16,16,0,0,0,0,0,0
541,14290,10,8,8,8,16,16,0,0,0,0,0,0
542,14310,9,8,8,8,16,16,0,0,0,0,0,0
543,14330,8,8,8,8,16,16,0,0,0,0,0,0
544,14349,6,0,0,0,8,8,0,0,0,0,0,0
546,14369,5,0,0,0,8,8,0,0,0,0,0,0
548,14389,4,0,0,0,8,8,0,0,0,0,0,0
549,14409,2,0,0,0,8,8,0,0,0,0,0,0
550,14429,1,0,0,0,8,8,0,0,0,0,0,0
551,14449,0,0,0,0,8,8,0,0,0,0,0,0
552,14469,30,24,24,24,0,0,0,0,0,0,0,0
554,14489,29,24,24,24,0,0,0,0,0,0,0,0
556,14509,28,24,24,24,0,0,0,0,0,0,0,0
557,14529,27,24,24,24,0,0,0,0,0,0,0,0
558,14549,26,24,24,24,0,0,0,0,0,0,0,0
559,14569,24,24,24,24,0,0,0,0,0,0,0,0
560,14589,23,16,16,16,24,24,0,0,0,0,0,0
562,14609,22,16,16,16,24,24,0,0,0,0,0,0
564,14629,20,16,16,16,24,24,0,0,0,0,0,0
565,14649,19,16,16,16,24,24,0,0,0,0,0,0
566,14669,18,16,16,16,24,24,0,0,0,0,0,0
567,14689,16,16,16,16,24,24,0,0,0,0,0,0
568,14709,15,8,8,8,16,16,0,0,0,0,0,0
570,14729,14,8,8,8,16,16,0,0,0,0,0,0
572,14749,12,8,8,8,16,16,0,0,0,0,0,0
573,14769,11,8,8,8,16,16,0,0,0,0,0,0
574,14789,10,8,8,8,16,16,0,0,0,0,0,0
575,14809,8,8,8,8,16,16,0,0,0,0,0,0
576,14828,7,0,0,0,8,8,0,0,0,0,0,0
578,14848,6,0,0,0,8,8,0,0,0,0,0,0
580,14868,4,0,0,0,8,8,0,0,0,0,0,0
581,14888,3,0,0,0,8,8,0,0,0,0,0,0
582,14908,2,0,0,0,8,8,0,0,0,0,0,0
583,14928,0,0,0,0,8,8,0,0,0,0,0,0
584,14948,31,24,24,24,0,0,0,0,0,0,0,0
586,14968,30,24,24,24,0,0,0,0,0,0,0,0
588,14988,28,24,24,24,0,0,0,0,0,0,0,0
589,15008,27,24,24,24,0,0,0,0,0,0,0,0
590,15028,26,24,24,24,0,0,0,0,0,0,0,0
591,15048,24,24,24,24,0,0,0,0,0,0,0,0
592,15068,23,16,16,16,24,24,0,0,0,0,0,0
594,15088,22,16,16,16,24,24,0,0,0,0,0,0
596,15108,20,16,16,16,24,24,0,0,0,0,0,0
597,15128,19,16,16,16,24,24,0,0,0,0,0,0
598,15148,18,16,16,16,24,24,0,0,0,0,0,0
599,15168,16,16,16,16,24,24,0,0,0,0,0,0
600,15188,15,8,8,8,16,16,0,0,0,0,0,0
602,15208,14,8,8,8,16,16,0,0,0,0,0,0
604,15228,12,8,8,8,16,16,0,0,0,0,0,0
605,15248,11,8,8,8,16,16,0,0,0,0,0,0
606,15268,10,8,8,8,16,16,0,0,0,0,0,0
607,15288,8,8,8,8,16,16,0,0,0,0,0,0
608,15308,8,8,8,8,16,16,0,0,0,0,0,0
609,15327,6,0,0,0,8,8,0,0,0,0,0,0
611,15347,5,0,0,0,8,8,0,0,0,0,0,0
612,15367,4,0,0,0,8,8,0,0,0,0,0,0
613,15387,2,0,0,0,8,8,0,0,0,0,0,0
614,15407,1,0,0,0,8,8,0,0,0,0,0,0
615,15427,0,0,0,0,8,8,0,0,0,0,0,0
616,15447,30,24,24,24,0,0,0,0,0,0,0,0
618,15467,29,24,24,24,0,0,0,0,0,0,0,0
620,15487,28,24,24,24,0,0,0,0,0,0,0,0
621,15507,26,24,24,24,0,0,0,0,0,0,0,0
622,15527,25,24,24,24,0,0,0,0,0,0,0,0
623,15547,24,24,24,24,0,0,0,0,0,0,0,0
624,15567,22,16,16,16,24,24,0,0,0,0,0,0
626,15587,21,16,16,16,24,24,0,0,0,0,0,0
628,15607,20,16,16,16,24,24,0,0,0,0,0,0
629,15627,18,16,16,16,24,24,0,0,0,0,0,0
